City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
559,bichura,50.5881,107.6022,2.2,78,28,1.98,RU,2023-03-29 15:42:12
560,dalbandin,28.8947,64.4101,19.41,45,63,3.5,PK,2023-03-29 15:42:13
561,mana,5.6592,-53.7767,28.08,68,42,5.2,GF,2023-03-29 15:42:13
562,todos santos,23.45,-110.2167,19.81,51,100,1.91,MX,2023-03-29 15:40:31
563,tolyatti,53.5303,49.3461,5.06,85,85,5.74,RU,2023-03-29 15:42:14
564,kaabong,3.4836,34.1492,22.18,60,80,3.18,UG,2023-03-29 15:42:15
565,oktyabrskoye,43.0645,44.7417,10.08,93,100,5.0,RU,2023-03-29 15:42:15
566,safford,32.834,-109.7076,12.51,26,0,5.14,US,2023-03-29 15:42:16
567,tura,25.5198,90.2201,21.27,72,3,2.32,IN,2023-03-29 15:36:01
568,orlik,52.5178,99.825,-5.55,87,11,1.62,RU,2023-03-29 15:42:16
569,methoni,36.8197,21.7049,15.12,49,24,7.95,GR,2023-03-29 15:42:17
570,palu,-0.8917,119.8707,24.28,97,92,0.77,ID,2023-03-29 15:42:17
571,nedjo,9.5046,35.5019,23.42,23,84,1.59,ET,2023-03-29 15:42:17
572,dallas,32.7668,-96.7836,14.41,64,75,3.6,US,2023-03-29 15:39:01
